sampleID	P167_261-Asymptomatic-0-216-0-pro	P168_262-Asymptomatic-0-217-0-pro	P166_260-Asymptomatic-0-215-0-pro	P175_269-Asymptomatic-0-224-0-pro	P164_258-Asymptomatic-0-213-0-pro	P161_255-Asymptomatic-0-210-0-pro	P162_256-Asymptomatic-0-211-0-pro	P169_263-Asymptomatic-0-218-0-pro	P170_264-Asymptomatic-0-219-0-pro	P060_147-Mild-0-133-0-pro	P047_142-Mild-0-132-0-pro	P040_145-Mild-0-131-0-pro	P033_150-Mild-0-130-0-pro	P088_144-Severe-0-136-0-pro	P066_153-Mild-0-135-0-pro	P061_149-Mild-0-134-0-pro	P005_164-Asymptomatic-0-139-0-pro	P001_158-Asymptomatic-0-138-0-pro	P109_034-Severe-1-24-0-pro	P119_036-Severe-1-26-1-pro	P073_029-Death-1-27-1-pro	P080_027-Death-0-21-1-pro	P094_031-Severe-0-23-0-pro	P076_025-Death-0-28-1-pro	P057_188-Mild-0-163-0-pro	P178_272-Asymptomatic-0-227-0-pro	P027_148-Mild-0-120-0-pro	P029_099-Mild-0-121-0-pro	P039_140-Mild-0-122-0-pro	P063_154-Mild-0-123-0-pro	P081_139-Death-6-124-6-pro	P118_138-Severe-3-126-3-pro	P004_146-Mild-0-127-0-pro	P016_143-Mild-0-128-0-pro	P031_151-Mild-0-129-0-pro	P050_069-Mild-0-59-0-pro	P014_121-Mild-0-58-0-pro	P097_063-Severe-1-57-1-pro	P104_055-Severe-0-51-1-pro	P018_065-Mild-0-53-0-pro	P084_052-Critical-1-52-1-pro	P150_244-Asymptomatic-0-199-0-pro	P149_243-Asymptomatic-0-198-0-pro	P146_240-Asymptomatic-0-195-0-pro	P145_239-Asymptomatic-0-194-0-pro	P147_241-Asymptomatic-0-196-0-pro	P141_235-Asymptomatic-0-190-0-pro	P144_238-Asymptomatic-0-193-0-pro	P143_237-Asymptomatic-0-192-0-pro	P070_102-Mild-0-115-0-pro	P115_024-Severe-1-114-0-pro	P086_136-Critical-2-116-2-pro	P013_129-Mild-0-110-0-pro	P127_221-Asymptomatic-0-176-0-pro	P156_250-Asymptomatic-0-205-0-pro	P102_087-Severe-3-80-2-pro	P095_092-Severe-2-84-2-pro	P194_288-Asymptomatic-0-240-0-pro	P108_120-Severe-3-100-2-pro	P090_125-Severe-3-105-2-pro	P096_040-Severe-0-38-1-pro	P025_041-Mild-0-32-0-pro	P117_026-Severe-1-31-0-pro	P111_035-Severe-1-30-1-pro	P093_039-Severe-1-37-1-pro	P067_067-Mild-0-60-0-pro	P082_071-Death-5-63-5-pro	P020_072-Mild-0-64-0-pro	P130_224-Asymptomatic-0-179-0-pro	P129_223-Asymptomatic-0-178-0-pro	P074_075-Death-4-69-4-pro	P126_220-Asymptomatic-0-175-0-pro	P125_219-Asymptomatic-0-174-0-pro	P124_218-Asymptomatic-0-173-0-pro	P123_217-Asymptomatic-0-172-0-pro	P122_216-Asymptomatic-0-171-0-pro	P087_214-Critical-7-170-7-pro	P154_248-Asymptomatic-0-203-0-pro	P134_228-Asymptomatic-0-183-0-pro	P131_225-Asymptomatic-0-180-0-pro	P049_006-Mild-0-2-0-pro	P072_007-Death-2-6-1-pro	P139_233-Asymptomatic-0-188-0-pro	P140_234-Asymptomatic-0-189-0-pro	P153_247-Asymptomatic-0-202-0-pro	P136_230-Asymptomatic-0-185-0-pro	P180_274-Asymptomatic-0-229-0-pro	P179_273-Asymptomatic-0-228-0-pro	P085_213-Critical-6-164-6-pro	P177_271-Asymptomatic-0-226-0-pro	P098_108-Severe-2-92-0-pro	P062_068-Mild-0-95-0-pro	P010_168-Mild-0-162-0-pro	P112_113-Severe-2-96-0-pro	P171_265-Asymptomatic-0-220-0-pro	P092_020-Severe-0-17-0-pro	P091_021-Severe-0-16-0-pro	P099_019-Severe-0-18-0-pro	P077_107-Death-5-89-5-pro	P113_199-Severe-2-151-0-pro	P071_202-Mild-0-153-0-pro	P003_200-Mild-0-152-0-pro	P107_204-Severe-2-154-2-pro	P045_171-Mild-0-159-0-pro	P034_178-Mild-0-158-0-pro	P189_283-Asymptomatic-0-238-0-pro	P190_284-Asymptomatic-0-239-0-pro	P185_279-Asymptomatic-0-234-0-pro	P186_280-Asymptomatic-0-235-0-pro	P187_281-Asymptomatic-0-236-0-pro	P188_282-Asymptomatic-0-237-0-pro	P181_275-Asymptomatic-0-230-0-pro	P182_276-Asymptomatic-0-231-0-pro	P183_277-Asymptomatic-0-232-0-pro	P184_278-Asymptomatic-0-233-0-pro	P075_053-Death-3-48-3-pro	P105_047-Severe-1-46-1-pro	P078_030-Death-2-42-0-pro	P079_045-Death-0-43-0-pro	P028_004-Mild-0-1-0-pro	P042_167-Mild-0-146-0-pro	P051_160-Mild-0-147-0-pro	P056_176-Mild-0-144-0-pro	P032_170-Mild-0-145-0-pro	P030_141-Mild-0-142-0-pro	P055_174-Mild-0-143-0-pro	P015_163-Mild-0-140-0-pro	P026_169-Mild-0-141-0-pro	P160_254-Asymptomatic-0-209-0-pro	P159_253-Asymptomatic-0-208-0-pro	P083_083-Death-3-75-3-pro	P110_079-Severe-0-73-0-pro	P103_080-Severe-0-72-1-pro	P100_093-Severe-0-79-1-pro	P019_095-Mild-0-78-0-pro
AFG3L2	5758.197351	11222.62862	112.1591259	12834.14965	1535.637393	132.6120838	457.7473935	6014.193832	1605.952314	576.8074855	24077.97344	1673.212517	16366.63078	581.4927096	3689.098054	1653.006291	761.2331601	2144.23122	12282.43258	2157.545427	108327.1444	1510.544667	2026.387546	5268.177355	1601.498854	2637.494335	777.4464502	1808.298762	13659.51065	1811.650506	1740.429343	2785.376645	29108.24685	2623.896066	16227.79104	3172.983118	2668.582152	42867.63899	1731.695867	1486.278789	603.1310233	1181.672825	1879.589476	2075.327736	1791.1692	1723.401441	1.119233615	1316.863952	2204.615261	3553.526247	2683.030055	1901.309656	1001.871639	1259.766302	2579.523009	4605.182867	1367.658298	551.8590324	1236.025944	1465.096787	10986.97074	2107.223303	4542.618141	5203.961668	1757.72712	23654.97392	741.0154327	2248.110073	1218.65205	3317.784416	1708.513367	7798.786872	2852.00659	1798.889096	6856.265967	1653.352822	3165.972327	856.4601673	3443.237715	1530.143433	743.9843996	4047.722132	2841.18325	3979.02757	4838.481297	1863.344148	1332.721384	1867.526708	1004.417511	8804.754725	14794.93256	3432.846802	1767.064824	2475.351471	1106.748989	10089.75141	1109.717406	982.4310779	1512.202847	1065.407783	1396.065824	3803.945761	1625.104042	4858.049013	2866.468401	858.606589	960.1135405	1832.020066	38718.45917	2000.07247	2250.565722	1452.12221	910.0144616	2067.887192	2395.355101	248.242286	27284.43181	2842.835037	6042.211	4409.516993	16737.67095	1774.217077	1445.456042	6107.64295	1870.318857	6124.780473	8059.475568	2932.854653	177.8910401	1543.89932	366.8097733	2175.446798	9428.321833	2126.293344	278.451555
AFM	143252.3202	79882.67643	185639.3055	81981.53941	152300.6591	96979.38471	35533.14019	146265.296	106875.513	50510.44599	158689.5509	97555.19563	144948.9282	108763.703	225033.882	61032.8022	169073.581	96990.8311	279569.1762	158598.445	55180.97815	32622.93855	117776.0224	133386.2204	104525.9906	113194.3364	106955.1021	143052.562	138824.055	166535.6084	46773.08769	56411.23612	78533.04304	72622.18515	81614.27653	90167.90679	36164.3615	54032.40321	96481.26349	45172.50504	92883.21119	185024.3702	137068.3086	184944.0921	43388.53276	130345.0039	67918.237	47641.08039	127265.1109	176352.32	127391.4237	62072.90866	95571.64829	155272.5512	26970.19122	61491.06059	140040.6881	96385.73071	48214.2752	134598.1085	61865.05112	27993.50143	144978.4104	122108.0832	72257.31668	129634.8925	111927.8866	150294.5511	102245.2638	124172.8266	6983.651589	93522.01087	101110.5947	88939.65204	121963.778	64563.3537	96277.1036	87161.55654	202752.4989	68300.42428	78861.78527	42019.50278	115177.8507	89194.21613	97899.68178	98510.43064	98859.95984	94408.22535	24883.87649	91636.87308	139237.2963	78452.30092	10549.2491	365162.6718	120814.2304	118999.7725	119186.9495	22667.66491	8267.599798	65868.22487	81424.3716	46514.63515	130708.1777	51658.2106	85459.31662	49422.0235	78957.58589	129175.3091	48765.70117	37581.96394	77915.80532	80501.23579	93536.58132	58049.58529	58526.01259	6574.665815	232688.391	16557.27382	18283.34741	85096.10274	82527.34972	46831.48677	22723.56515	75111.27878	114997.0008	59698.89386	113874.2092	77933.62376	30038.41709	57536.44844	8733.350764	74254.91284	92708.68068	162557.3125	47062.48241
AGT	536140.8325	492188.3091	322677.4535	449720.2378	424639.5469	343700.5175	122662.923	544398.3639	459342.5799	113603.7991	552461.2669	353819.6584	228623.3796	679839.1572	289584.0292	189599.2939	415230.6781	363144.9313	1220664.135	1238444.642	1018928.375	262073.8135	969139.3248	3627979.881	656722.1304	352158.9518	378810.8285	680189.9113	237709.5102	664337.8491	1662937.532	693689.8173	745524.6826	401389.295	446773.483	388967.7513	329027.6497	554822.9825	822198.3288	261264.4783	590865.9549	137716.4056	327739.7773	713276.2205	337259.9027	269038.0677	302858.7421	544322.7048	560769.7434	1056520.532	819440.7364	851863.8401	571078.9783	591230.0382	721665.0864	671495.7015	830500.408	325621.1901	696018.0576	388957.9583	541903.0622	399581.0058	1014296.981	1410697.305	513806.348	676754.9563	2334415.584	820991.8743	474473.1541	737076.287	271291.8719	536727.5956	629937.4268	408940.7303	434428.1285	294451.4533	1958100.211	314541.6411	542375.7432	199487.2267	382176.5002	699862.4854	536841.029	389270.4131	503770.6324	315931.1079	560056.8012	313101.6995	249990.4205	556356.9394	673424.1892	393798.6005	160073.9219	1028775.517	561752.713	780799.3495	659464.6724	464160.3292	188610.3769	328040.3924	491685.4419	430730.3005	558183.7123	526810.5448	447878.5814	497778.4954	225091.4394	549690.5968	432555.3673	160912.0455	230758.2392	571050.826	631203.4905	311848.597	120569.2299	208164.4619	1215303.233	480005.1207	469855.4931	343703.2549	369503.8487	441381.3365	191659.6087	368474.8579	332016.5934	369377.1797	497586.9705	598270.2179	220029.4681	214873.1389	634668.3122	611820.7839	951098.5941	1041719.889	332135.7081
AHSG	20246013.65	48719455.38	73546257.29	24257983.29	6616979.595	52083937.74	150453624.4	33240417.81	5639763.169	2907054.02	4001677.742	8420805.666	896032.2418	106427486.1	1876096.193	2546741.201	40551853.46	11786555.65	47972973.54	115194216.1	137889024.8	14922545.43	155828677.6	14731571.06	3332410.435	46930714.85	14812904.35	28974800.26	5067296.864	3018596.642	4559455.044	102868782.2	90429404.66	26368564.91	55028758.7	1726567.899	151644543.8	78414213.62	123554039.6	12009288.05	58221918.36	38494475.29	1745044.468	60299662.44	2865566.766	2391780.193	55652207.16	19288849.37	126896292.7	2145544.213	61627140.25	57604392.11	102802871.4	52567557.96	49237415.84	76975833.6	57291464.86	24639842.53	117840303.5	123903833.2	143144602.4	965966.3184	62834940.8	112577426.3	74850806.74	6909936.298	34852643.99	5110638.906	1512234.224	73764185.34	256343.6953	100057140	125506354.5	13509343.21	59204649.37	5676708.539	56026829.17	23399896.94	2183564.778	154278094.3	93792474.76	22365278.54	160574285.9	63473447.61	15574719.99	4102880.942	3486611.238	2083681.888	180191284.3	23415026.91	2398481.681	35214746.95	8001543.764	163703753.5	18011074.8	66559296.54	91478026.73	59276795.83	614766.8682	76011257.18	80039696.45	77321019.27	85391995.23	139984122.5	18436425.83	33103581.59	164874352.2	214916273.9	35006209.78	1638173.147	97964028.08	197144074.8	83216435.07	74632998.29	2906592.88	335035.7265	122484831	39665784.59	22794995.84	9111599.221	8911899.421	172665491.8	59595729.99	27005047.87	10257006.09	184821873.8	773500.3774	92594311.57	10872702.1	9656751.085	21284639.36	96079611.39	69245071.71	167881658.5	6902217.426
AHSP	74760.93749	4089.154677	12637.48045	141812.8639	18451.99569	4184.964473	23491.25875	14056.40506	15087.72055	2190.578151	223.5959582	595.7368185	254.8820499	629.3845924	4399.184124	180.0020234	89.82761467	2904.60148	436.8800107	6791.969994	9093.035059	24436.28278	2474.156613	26414.17335	193.9270969	23044.96235	2933.484472	4558.278256	795.4745069	3978.421755	23844.1944	10859.28503	0.000268676	8028.925826	446.3769636	3415.238936	5478.376147	166.9082097	17.54115001	5756.345935	648.7835324	12535.32421	20504.36749	9819.625099	107134.4849	44300.88809	9660.108716	4778.889322	17964.64617	1544.736414	435.7825039	11969.13721	3818.065321	5382.43255	9526.051547	43703.96523	9936.556369	827.2599909	16054.77471	16402.09968	8009.642689	63.25234306	332.0375286	994.409995	2574.751744	3704.071187	25948.02638	122.5564475	38415.87356	46619.14904	3121.704839	2322.564698	23170.97899	13760.34012	5857.107832	796.7957235	9926.175726	4054.191835	4660.33397	910.3400459	18657.78638	413.5072028	54024.49871	12533.20614	13759.55651	9560.392873	18969.41253	13694.70796	2247.905746	15588.90767	14709.61677	13027.33047	485.219172	2839.625974	18877.37142	236.8266351	127.6427813	500.0366274	2767.730565	94.8829647	115222.0056	1995.582932	12090.79602	1685.147383	5058.791487	17657.03741	21198.67775	67623.92291	125894.5522	78210.93227	13836.90758	34523.77036	13127.04836	26085.96566	15047.11131	1162.13552	332.2729823	27277.1796	38560.48428	4870.766203	6096.311221	5199.203215	9410.324255	3337.479014	1787.077171	6849.142209	189.6813669	120.1646407	89030.01942	9047.615911	797.6000705	431.2212083	884.9837055	581.6751237	3023.665245
ALAD	977.3798787	479.6690293	100.1095308	29698.99703	923.2034474	208.6701499	108.7564075	8341.394987	3278.895801	150.0905174	168.186003	165.0847786	208.8639018	93.98486853	69.84692698	187.0173407	71.62912606	423.1894784	784.7332587	1100.674049	661.4933505	1274.712605	2233.730423	76.62832756	78.15903637	5202.287372	194.1942846	4022.390048	274.3641833	187.7377453	777.7743354	934.7188512	805.0541245	259.8067211	124.0096448	137.6458087	2984.928296	39.52980279	203.4196965	814.4005441	163.931976	1219.862902	1361.947484	818.7231256	29191.11343	10143.01953	6608.496106	178.4639925	7196.378684	390.2242539	506.8334726	892.6227869	2697.095929	845.4657385	5137.197094	21962.19849	910.6452345	5575.924881	939.2061571	2438.013282	868.6504147	601.3250828	910.7158881	217.6651698	308.8747336	262.9509634	854.3767629	39.64474323	5261.364879	4854.700806	106.4273063	232.4510065	4487.597442	909.3153155	193.3842641	230.2328582	624.2546862	677.9526754	2636.666157	3697.834188	129.7406153	109.3118007	21495.76464	1015.187819	3707.217181	8636.865514	10752.76667	7953.481289	332.1484372	161.1315343	935.1518781	836.955978	179.7595446	172.7916689	4476.686266	306.0115145	680.8261593	1.569012692	173.3581175	311.9147603	29907.87421	29.76260268	3298.234155	238.7622177	713.7076198	1413.894314	20785.49161	25812.10824	21121.57694	15236.37129	4600.291481	30804.00019	20034.36912	7292.65667	850.1775582	252.3070164	216.3141729	31210.32911	26492.74365	149.2481467	420.5929243	1127.908539	130.2327514	170.989787	634.5101125	433.3030101	192.482962	99.72201559	8501.62153	62.02666981	59.60034981	527.5532225	275.1669131	800.5347993	145.2250405
ALB	241204.0471	533153.0953	6367498.039	61587.18913	298578.5293	6736801.209	2481763.968	478924.2092	231573.1787	20231.13488	25913.10216	147134.8161	34063.76291	4676295.528	85561.54151	41204.19105	5016641.053	178221.2067	4705278.206	5688473.549	1346159.775	460630.8234	2541267.422	37996.45519	126170.9723	8786715.657	242870.9122	197195.8549	32318.84966	88311.42334	217817.8879	2360441.174	6188763.067	188532.3281	6005450.123	28578.90996	3606582.608	3409533.128	4324741.547	120680.8092	4219110.794	5350667.893	69759.31774	8956859.161	23348.57888	129519.4469	7108856.346	279811.2299	6899689.436	35634.71874	5419175.433	5992823.041	3656925.319	9110665.19	4945415.798	2164659.757	2594780.725	434113.9585	3412134.494	4251845.446	2333883.853	63215.34458	2475863.233	7783458.241	3071676.547	192233.5716	1173078.011	51619.69979	24568.94723	5632535.94	7342.839453	5287917.642	5961301.065	455868.5676	7235385.382	39838.58737	7120481.784	589459.099	306284.0428	3640846.125	3787905.455	1418288.173	5019281.631	4244341.353	308296.6349	234564.2696	79595.63309	354732.2268	2150957.311	230946.5761	64290.86479	307942.3716	51593.65885	6775471.871	1421510.697	2923674.036	3670482.917	3951326.698	17359.88442	4514412.94	2133599.87	1446297.193	6535748.182	4809480.548	83325.90836	293961.0731	2297456.3	5705485.038	114534.2896	12090.57258	4475627.781	4455864.357	3263080.678	1880574.105	34775.41409	12951.31485	7580170.629	621317.4312	1062562.181	120707.7236	146492.9167	3027122.155	147210.3329	262423.3906	101796.5372	5229402.914	49046.06192	2599294.391	24141.75215	198825.9609	1223978.854	3944941.931	6233658.709	8779677.691	85645.64431
AMBP	441623.6658	315184.0996	481693.5966	280691.7722	339272.5516	536842.4837	226785.3261	662978.6655	352569.957	89482.29016	225130.8985	177114.695	336780.0818	423601.4464	141423.5585	228407.7092	559429.2841	131121.0248	235483.0609	156534.4724	562871.3025	195764.0679	284235.136	419669.4646	125297.7124	554928.668	244305.9187	142170.4325	154498.9406	256223.0355	246135.8606	679892.0854	726997.3098	193272.7611	664478.9539	119255.4084	309235.2335	405806.7987	261724.8691	101042.9045	452944.9835	315607.6041	117496.2861	350354.1671	163460.2545	221309.4898	308650.6042	600058.0878	362310.6127	246219.9644	373627.873	2690495.886	415539.0603	347653.8546	614427.222	350595.4312	605171.294	346533.2715	340705.469	311029.9645	384346.8023	42013.97974	265475.1487	605986.089	329272.6275	217088.0445	518227.5577	225607.7559	206350.4873	423972.6836	135272.4847	340155.3631	658383.4431	350274.4033	691090.5614	159613.9743	1426140.61	375182.7078	189343.542	380596.6744	293987.0682	144382.2874	563528.3946	411898.8407	230233.9226	206509.0655	285077.9126	127531.9696	586895.3248	593792.2301	191475.277	246136.8928	58776.03629	624278.2295	357876.0767	470487.1321	313595.8322	344480.867	91181.05618	410232.3362	357206.1267	440612.5157	212181.0649	378162.7459	116912.7494	201165.6565	165987.4614	264539.9583	269814.8748	232786.1033	235597.1857	218570.924	135950.0918	297011.0375	101765.2613	60709.5896	264516.7453	417242.1959	145945.6707	106037.9295	238994.4417	630644.776	117823.6928	258363.4116	205078.6798	378143.7347	385266.5108	323728.0028	151760.7765	155932.2649	144849.8525	270924.4421	970519.0999	220828.1599	181460.175
AMY1C	297.3796268	376.8243319	56.37504145	380.684884	1699.177109	161.3893157	129.4548747	2710.470012	308.5718379	49.35992561	2495.733426	262.8863602	226.8324807	288.2699282	247.0792332	191.6909535	211.2738243	180.6433096	2136.447056	893.0699735	209.2732778	755.7585264	474.3192479	234.2812344	107.6140908	189.9723903	321.5587049	2473.044475	178.6719756	155.8735815	430.7060528	1375.814795	3193.55752	14154.95007	550.1717834	469.380412	462.5268249	539.2752751	589.9956159	312.6717838	478.8348382	341.3518781	247.3030271	386.0487982	49.97070003	292.7460064	781.6686992	208.4706659	362.0314566	449.2628619	2027.373818	5146.914566	317.4120343	638.2881253	291.3597806	590.1713642	313.0937766	164.8973583	1302.264107	379.2194862	479.6019283	1141.968911	5644.231866	509.2463322	1186.448357	331.8884893	116494.6916	289.3974513	333.4764044	1910.363391	252.5968539	3263.07581	1683.515758	346.8048425	274.4569948	191.1093942	2269.061018	115.2573785	477.898807	270.0057993	151.8465597	612.7187865	1738.529967	598.4117131	1919.360203	299.4236504	357.6783422	74.60266107	646.3698379	309.729134	297.1588484	9918.166161	386.1842722	1038.757192	134.2035118	13045.05494	666.3078304	394.1987636	376.3968525	700.4561427	364.9841847	8795.866851	299.5079225	452.5280286	4822.33112	375.1867074	592.7350269	333.8409125	1106.348975	1037.145121	218.6627921	6962.319281	449.1807391	368.0829207	177.1023549	189.4359258	10065.90474	16681.98355	1579.919	228.578406	2219.524949	731.2551577	248.0066954	875.113081	382.3930226	2357.949165	188.1875508	6162.436798	249.4116558	226.8489985	2106.141367	3276.447024	4615.15418	453.9866778	447.4565907
ANG	3.054166544	9600.691927	5341.416988	288.881469	72.61432529	14000.65313	16743.51225	14354.77135	426.7158073	208.1354439	299.1965974	178.1563797	41.70354569	28484.35603	199.0444114	328.9591395	5877.62463	110.9175978	16077.37564	32124.40672	20450.66491	15024.41815	35813.03859	268.8910913	564.6061827	37078.26816	87.36918837	3874.161901	203.2050331	125.6728235	132.9500326	35115.75613	68543.48286	589.0767865	15887.52759	218.055236	37284.33941	72063.15873	152929.6534	209.3938196	55887.1649	27926.89077	2.442995292	27435.92982	78.55258918	191.4011635	24182.18188	14262.10282	51016.76644	1364.793908	46150.7176	64787.06987	5868.326394	57091.6493	43834.60478	70131.49539	38965.28127	673.272525	21835.0961	25361.59624	11992.0912	208.5496003	55609.80933	30388.73141	35168.86511	301.1642518	20696.509	43.58425908	78.20606358	66350.4031	69.86600563	102341.6399	71996.39853	52.37546327	40339.77453	251.1112835	142919.2913	106.2346228	148.3172547	65450.52073	19729.54671	12494.82028	69329.44976	29235.35724	76.31681283	100.3191144	173.0847213	38.3773644	9956.573384	113.2736652	162.2123474	3346.423224	277.5995374	40073.83946	3698.364822	28314.54429	43431.02225	27409.13389	176.4333984	16250.64725	78738.62562	21364.25665	33943.64512	44107.49417	135.6392531	298.2715208	165720.9741	140507.6008	82.75487157	209.5265641	40277.47436	65042.42606	48161.60932	14311.06512	249.5534687	151.2352742	34891.99578	64124.1337	26661.42867	115.3492718	371.3682853	36436.70473	218.4233012	2668.717703	778.2340867	48640.40093	122.9543911	26563.3903	377.0489197	72.39866601	27786.65884	38280.58642	54922.74265	7381.468473	418.1588927
ANGPTL8	3517.504223	185.5193012	49.53115044	3081.115928	6304.007605	58.671952	676.0613632	2447.935415	821.4566405	315.2068176	13008.71699	57.52519951	78.6250304	933.7340733	669.5585355	129.4299934	26.97116323	86.5437179	17116.62603	7280.805479	336.4625103	304.7403916	17883.56737	11480.2403	38.56753828	2807.109215	7814.213186	8833.582728	174.2393603	2427.85844	118.3393004	16.65530927	1544.912581	4181.347467	158.4332774	5155.327019	111.0449871	147.1181421	51.80137905	445.8374594	989.0193616	262.0311214	24.3438513	316.7126362	34.7924839	2688.76615	2.830157874	3260.868641	3620.375189	9999.068041	1496.599009	711.1078798	1363.79975	1559.126379	2899.010252	2090.340863	25709.55057	92.10676979	40.77480562	115.5531216	1827.011728	1515.037743	14768.68874	19429.7029	31.35311942	2848.842188	31177.30101	23248.80899	38.03687661	2603.290942	13614.79718	270.1899362	192.4247321	158.0823238	166.6672608	144.1634864	217.8638783	113.6657705	3258.866663	2347.613477	209.1414207	1879.934407	2427.443414	2309.178512	273.4597467	113.7794514	20476.14007	22.60334102	322.447224	16604.07335	312.1670886	3563.799901	1646.047086	11492.85309	2113.80241	387.3125756	13867.9402	6047.789708	816.5825597	232.6827086	2679.296949	3116.670341	12280.11567	128.0709059	1677.633035	1810.389278	69.26250167	1988.397542	3344.970565	1178.757714	614.0067912	496.6199328	1108.448687	36.19365726	110.6787283	86.41214075	23965.89388	20738.5466	121.6897854	149.0030659	56.62749357	182.1182529	516.2907129	177.7347532	175.7754415	3013.523375	573.9216822	234.1855492	127.121068	1501.476594	682.3878216	2291.978507	8004.173864	4648.086945	1735.30079
ANK1	5539.795441	6253.046542	100.4515796	5473.01369	8990.429039	197.9858644	463.0392754	9937.739918	3647.478275	6064.901124	1831.821649	97.96451819	95.70862787	3583.850149	4018.443578	220.6340398	2589.10956	111.1622487	6431.071884	1243.004274	627.2066412	8661.514665	7860.415447	5509.230731	11205.00032	7207.116896	291.8683142	6210.972221	5054.178353	3565.961595	1803.87802	4497.51563	6565.572726	3242.158575	5784.590231	51.46831666	9362.683279	5536.055112	4126.349652	7853.426647	11299.68582	9748.709856	3404.838019	7757.06196	5396.163439	264.9515649	3674.504059	5855.003468	11033.93686	168.6925795	3269.303958	9296.967713	18807.79515	64.6712164	13432.4355	6533.69498	3285.50085	17852.77152	40617.22228	4529.579313	14519.32738	42864.0236	7636.035635	5047.813559	7482.725312	6250.975792	15986.17093	75.5568295	1445.080623	96.02676387	3532.9732	648.3495028	98.0682408	4545.701074	1215.798001	8611.941654	6121.818088	352.948622	174.5356453	9719.248753	3208.855836	5916.761635	5514.712194	8544.949794	14796.44516	5678.040169	8209.385613	39.42904499	5125.020393	6788.977977	4932.590071	8604.433884	537.3038658	107.3673476	70.8688593	8225.688934	4702.944723	3573.176739	7781.68804	39304.46849	6257.441487	7646.054245	12275.97617	3335.494484	11447.93448	6338.867119	19416.81433	7749.510341	4436.420345	6909.553307	2687.137015	168.6253692	4220.489998	52.77723498	62.91231817	238.3981788	3057.472548	679.9528416	4479.919397	3596.439551	3515.554318	218.7260206	424.8997713	3425.318793	43657.94279	4949.954333	10656.20144	5880.325781	2863.874764	109.2493098	182.0982061	5434.83884	35287.72226	466.9307137	5028.620622
