sampleID	P167_261-Asymptomatic-0-216-0-lipid	P168_262-Asymptomatic-0-217-0-lipid	P166_260-Asymptomatic-0-215-0-lipid	P175_269-Asymptomatic-0-224-0-lipid	P164_258-Asymptomatic-0-213-0-lipid	P161_255-Asymptomatic-0-210-0-lipid	P162_256-Asymptomatic-0-211-0-lipid	P169_263-Asymptomatic-0-218-0-lipid	P170_264-Asymptomatic-0-219-0-lipid	P060_147-Mild-0-133-0-lipid	P047_142-Mild-0-132-0-lipid	P040_145-Mild-0-131-0-lipid	P033_150-Mild-0-130-0-lipid	P088_144-Severe-0-136-0-lipid	P066_153-Mild-0-135-0-lipid	P061_149-Mild-0-134-0-lipid	P005_164-Asymptomatic-0-139-0-lipid	P001_158-Asymptomatic-0-138-0-lipid	P109_034-Severe-1-24-0-lipid	P119_036-Severe-1-26-1-lipid	P073_029-Death-1-27-1-lipid	P080_027-Death-0-21-1-lipid	P094_031-Severe-0-23-0-lipid	P076_025-Death-0-28-1-lipid	P057_188-Mild-0-163-0-lipid	P178_272-Asymptomatic-0-227-0-lipid	P027_148-Mild-0-120-0-lipid	P029_099-Mild-0-121-0-lipid	P039_140-Mild-0-122-0-lipid	P063_154-Mild-0-123-0-lipid	P081_139-Death-6-124-6-lipid	P118_138-Severe-3-126-3-lipid	P004_146-Mild-0-127-0-lipid	P016_143-Mild-0-128-0-lipid	P031_151-Mild-0-129-0-lipid	P050_069-Mild-0-59-0-lipid	P014_121-Mild-0-58-0-lipid	P097_063-Severe-1-57-1-lipid	P104_055-Severe-0-51-1-lipid	P018_065-Mild-0-53-0-lipid	P084_052-Critical-1-52-1-lipid	P150_244-Asymptomatic-0-199-0-lipid	P149_243-Asymptomatic-0-198-0-lipid	P146_240-Asymptomatic-0-195-0-lipid	P145_239-Asymptomatic-0-194-0-lipid	P147_241-Asymptomatic-0-196-0-lipid	P141_235-Asymptomatic-0-190-0-lipid	P144_238-Asymptomatic-0-193-0-lipid	P143_237-Asymptomatic-0-192-0-lipid	P070_102-Mild-0-115-0-lipid	P115_024-Severe-1-114-0-lipid	P086_136-Critical-2-116-2-lipid	P013_129-Mild-0-110-0-lipid	P074_075-Death-4-69-4-lipid	P156_250-Asymptomatic-0-205-0-lipid	P102_087-Severe-3-80-2-lipid	P095_092-Severe-2-84-2-lipid	P194_288-Asymptomatic-0-240-0-lipid	P108_120-Severe-3-100-2-lipid	P090_125-Severe-3-105-2-lipid	P096_040-Severe-0-38-1-lipid	P025_041-Mild-0-32-0-lipid	P117_026-Severe-1-31-0-lipid	P111_035-Severe-1-30-1-lipid	P093_039-Severe-1-37-1-lipid	P067_067-Mild-0-60-0-lipid	P082_071-Death-5-63-5-lipid	P020_072-Mild-0-64-0-lipid	P130_224-Asymptomatic-0-179-0-lipid	P129_223-Asymptomatic-0-178-0-lipid	P127_221-Asymptomatic-0-176-0-lipid	P126_220-Asymptomatic-0-175-0-lipid	P125_219-Asymptomatic-0-174-0-lipid	P124_218-Asymptomatic-0-173-0-lipid	P123_217-Asymptomatic-0-172-0-lipid	P122_216-Asymptomatic-0-171-0-lipid	P087_214-Critical-7-170-7-lipid	P154_248-Asymptomatic-0-203-0-lipid	P134_228-Asymptomatic-0-183-0-lipid	P131_225-Asymptomatic-0-180-0-lipid	P049_006-Mild-0-2-0-lipid	P072_007-Death-2-6-1-lipid	P139_233-Asymptomatic-0-188-0-lipid	P140_234-Asymptomatic-0-189-0-lipid	P153_247-Asymptomatic-0-202-0-lipid	P136_230-Asymptomatic-0-185-0-lipid	P180_274-Asymptomatic-0-229-0-lipid	P179_273-Asymptomatic-0-228-0-lipid	P085_213-Critical-6-164-6-lipid	P177_271-Asymptomatic-0-226-0-lipid	P098_108-Severe-2-92-0-lipid	P062_068-Mild-0-95-0-lipid	P010_168-Mild-0-162-0-lipid	P112_113-Severe-2-96-0-lipid	P171_265-Asymptomatic-0-220-0-lipid	P092_020-Severe-0-17-0-lipid	P091_021-Severe-0-16-0-lipid	P099_019-Severe-0-18-0-lipid	P077_107-Death-5-89-5-lipid	P113_199-Severe-2-151-0-lipid	P071_202-Mild-0-153-0-lipid	P003_200-Mild-0-152-0-lipid	P107_204-Severe-2-154-2-lipid	P045_171-Mild-0-159-0-lipid	P034_178-Mild-0-158-0-lipid	P189_283-Asymptomatic-0-238-0-lipid	P190_284-Asymptomatic-0-239-0-lipid	P185_279-Asymptomatic-0-234-0-lipid	P186_280-Asymptomatic-0-235-0-lipid	P187_281-Asymptomatic-0-236-0-lipid	P188_282-Asymptomatic-0-237-0-lipid	P181_275-Asymptomatic-0-230-0-lipid	P182_276-Asymptomatic-0-231-0-lipid	P183_277-Asymptomatic-0-232-0-lipid	P184_278-Asymptomatic-0-233-0-lipid	P075_053-Death-3-48-3-lipid	P105_047-Severe-1-46-1-lipid	P078_030-Death-2-42-0-lipid	P079_045-Death-0-43-0-lipid	P028_004-Mild-0-1-0-lipid	P042_167-Mild-0-146-0-lipid	P051_160-Mild-0-147-0-lipid	P056_176-Mild-0-144-0-lipid	P032_170-Mild-0-145-0-lipid	P030_141-Mild-0-142-0-lipid	P055_174-Mild-0-143-0-lipid	P015_163-Mild-0-140-0-lipid	P026_169-Mild-0-141-0-lipid	P160_254-Asymptomatic-0-209-0-lipid	P159_253-Asymptomatic-0-208-0-lipid	P083_083-Death-3-75-3-lipid	P110_079-Severe-0-73-0-lipid	P103_080-Severe-0-72-1-lipid	P100_093-Severe-0-79-1-lipid	P019_095-Mild-0-78-0-lipid
1.21_480.309921637195	37172270.05	43319269.27	44849592.41	41007972.9	50698945.32	43256655.61	45992110.12	32665711.64	39666850.67	29716332.17	34796638.56	29309236.16	38819681.83	28327137.88	41949179.01	37422853.71	41373766.33	44962378.7	40888531.21	45501293.17	27783171.59	31976159.64	51673141.56	37591735.25	30885742.85	42083340.11	35648408.79	44928009.23	30034212.89	45046935.26	36197399.69	56972366	49489382.43	49023011.97	33417795.21	33538509.13	44478632.97	43509549.11	67512732.82	44989012.52	40084724.43	43321323.54	43230417.26	46189204.71	39223310.37	46022292.8	41598131.58	38120319.34	40256996.15	27458936.6	35650202.08	26787202.7	43857902.94	17797735.88	28142308	41761055.13	39852046.38	41346400.9	29406355.46	33336471.94	40947430.29	33915406.41	38241081.47	32653319.83	45156456.81	43210208.57	18177827.44	44647552.26	48713427.61	42340344.53	53772987.23	41906412.43	49361730.99	53061844.97	64303773.25	50116081.48	50999590.65	43194201.89	50184170.51	39344644.12	43033043.1	22863408.36	55676207.97	40480420.15	41362873.99	45420714.01	35137747.95	48429796.25	22711317.32	40871151.66	45246729.76	56241887.09	52387760.8	42395162.73	35696922.39	49675707.44	38452049.06	32955408.77	30209620.76	35219906.37	38503394.49	50543011.81	36180833.44	48983116.54	39429186.27	40010797.3	51865074.18	39338702.99	41936052.71	41502794.09	36814130.42	51609950.75	31574879.22	38484908.88	34804491.68	25412253.94	35842435.41	7675683.144	33845727.42	40566030.14	55952382	47408608.07	43764604.35	39902998.35	46574203.66	42358084.29	39906355.48	37475864.71	42382571.17	40134087.97	35368218.28	45780110.66	52290301.62	45556297.03	48643499.96
1.22_478.329100978659	43639837.5	50508790.44	28148761.26	39632034.17	46651326.98	41909756.36	44961426.07	29724646.23	37469483.08	30282930.91	24997888.13	29971700.31	30766241.53	25187865.97	41349429.68	41000810.7	47300041.16	39255358.26	38641383.69	30224961.19	27639964.92	21229090.08	41793730.19	31244543.11	32961593.09	40919740.06	33552500.27	33777656.62	32182104.24	44768912.4	36621622.06	51166148.02	45504699.73	42186169.44	33832924.05	42503428.73	40791139.47	42718044.44	49554201.6	45615561.58	34076699.3	48388023.22	43429367.32	42401495.25	38636275.24	34415549.23	34348158.01	39736469.16	42957162.24	33056325.74	37219449.02	24142182.6	36432899.54	13375977.1	29934388.48	39302669.59	31432686.63	17636261.35	33794780	38879498.02	31822302.62	25441119.68	30771363.42	27685225.8	42523696.21	46593265.14	18578386.79	42588799.12	47732422.57	27534011.2	42447751.86	42416699.44	49201593.73	49734951.63	55227712.63	49099279.92	47361200.62	37763271.86	43304285.16	38925237.38	44246548.34	31701664.12	56006507.98	33736217.32	43108355.71	43614473.51	24970210.1	35590134.57	27019172.27	35664746.5	42952518.34	45528894.86	58284451.73	36656431.67	34464900.35	42962680.02	34668123.78	33639261.69	32313941.01	35800841.13	32052695.14	51677358.16	36473780.04	45067393.11	38577043.98	38607096.95	47025485.06	41230614.04	40856041.12	38186288.9	36889441.24	50834316.41	37024988.48	38923008.88	33890001.24	28003512.11	41977924.56	9092711.632	37677855.02	42004353.72	53594522.13	42311086.13	41956158.71	29842862.94	42372410.26	39532183.68	40982061.14	39928976.44	35969279.28	39119635.02	43474219.88	39949774.49	37084578.15	52779949.48	45156598.68
1.22_496.339900908537	21107013339	23606942857	21264313319	19741977888	24950682825	22118532221	24163400974	17352082228	18585206580	17034422665	19502569365	16272623451	19793956748	14677710048	20174736967	21998619672	20657723091	22268056103	21393794156	22361211623	14615897178	17034699374	23537568553	22782318501	17323077019	19573783993	17442945870	23330390306	15520777028	22921752421	21382065764	25590049464	23522655886	22356363885	18798838040	19270624304	21989958719	22848183043	29999538234	24420459619	19240293060	23915235486	25294645195	23652266820	18853501635	24029061140	20849139437	21578794812	21368691251	16858323790	18681584190	15449632948	22475204230	9008311754	15091374796	20090834731	19498616728	21776583307	16910926420	19492090642	21769258009	18631334800	19419078118	15559017012	25303910563	24308998736	11319305503	21054956819	25069582621	20490361509	25462919514	23034034931	26327342995	26854940267	31315857642	26602380361	26102962603	19578974716	22470928619	19544636052	23371450700	16227609754	27488773697	20981968042	21689181488	23517188945	18151877153	23664147413	13963341457	20285705705	20779233639	24256224327	28777250201	18320956002	17244094027	22370419543	19301256456	16534431121	15736633767	18724291723	18569520325	28373674851	18284401710	23823319240	20181717412	20460566197	24142640119	21277250419	20385341843	19970315786	19089595637	24109403980	16973848103	19383405325	18531541006	13904573201	20723738441	3896718123	17549410177	22260658036	28154417229	23139475018	22552816872	18336282942	23957823667	20032567744	21032750990	19670685986	20679834586	22272151981	21018442488	24124569619	24365390719	24669626674	24659675254
1.22_540.331214103659	1372028088	1709584359	1741026861	1516667219	1847937554	1590353104	1647183396	1200935605	1459673296	1150561903	1316917935	1039384598	1443966511	1096650107	1552618745	1498968087	1589790585	1602787818	1652856647	1933004810	1050414945	1206861582	1843538571	1577853367	1141637075	1508881328	1355554540	1915184252	1310657998	1593751390	1372899878	2036867816	2140974524	1810433153	1410240880	1243572577	1645610314	1646222478	2430740398	1704524699	1640550033	1584062482	1734489781	1725261850	1507661670	1741943489	1538810213	1529143783	1505651779	1179942376	1447480585	1094699168	1677785125	696013219.7	1097885017	1535171904	1446171847	1516959862	1113790825	1428441809	1535783119	1279390675	1667282800	1080502780	1666856407	1677151583	702785322.2	1661153101	1827250210	1510133377	1983680480	1606372368	1856511390	1951870704	2400442938	1888125636	1919924388	1602873614	1887508511	1522985256	1646634727	999876745.5	2066635021	1497079614	1776587501	1654833675	1311435277	1897016780	849794004.4	1533263154	1663736624	2023224553	2052796529	1513293081	1347413797	1838494967	1406741233	1462581430	1119005581	1324683297	1447287230	1867479925	1362565163	1718572550	1548373796	1471177223	1947960344	1407858596	1518956983	1496753447	1343015828	1843651596	1149076732	1410290254	1406191232	1037682780	1485535569	259232614.8	1259322629	1682379810	2063960340	1853755829	1600080113	1446928406	1741405073	1770439332	1523176867	1413736705	1599447583	1543489839	1353089125	1695608419	1965054401	1726068243	1785483501
1.22_599.320305527439	5910338.731	7356848.653	8784449.606	4101629.382	5794647.336	4315419.244	4626178.462	7808874.813	4377269.523	5082184.286	5139483.317	2192414.692	5953913.019	4464701.458	5865036.19	6733639.406	8684118.858	7760783.751	8811949.842	5168023.214	15252742.03	11626283.22	5736557.323	12081982	6162069.371	9366997.73	5278322.662	8656746.84	7704839.697	3103586.503	12613645.02	7456849.617	12585673	6718409.482	6772520.79	6891615.027	4996232.924	7864162.041	11843609.07	5748977.555	7113328.236	8047854.012	7605778.975	5637375.405	3987349.666	4808472.39	3715015.847	5766353.875	6156128.314	4916633.768	6769935.728	9014323.016	6726842.99	12198907.09	3042256.984	4167544.176	4244371.764	4384589.308	4684628.961	7162865.772	6258775.137	7313964.037	6495247.16	10796699.3	5988488.575	4110721.716	7995048.781	7986382.179	5211790.809	6295189.9	7490325.577	5642214.93	6109306.354	7997284.239	9996280.401	6280109.991	11948014.39	8809125.97	4456971.15	5346831.877	7297311.59	11952336.39	3906845.74	7307397.989	7228440.65	6174254.241	4120664.973	4953481.981	11813084.97	7024173.183	4427559.576	8147955.385	5483456.65	4186535.658	5900764.746	5558466.673	5298098.278	9101739.083	6478281.543	5294761.043	4157528.221	6773551.513	2904694.477	3629600.366	8407972.193	3189557.367	2841706.375	2920943.772	2752511.472	2138770.591	3003340.162	2657122.976	2916442.847	3266545.611	4209665.896	7197270.75	6168726.652	5766030.035	9735633.212	10515506.82	7665285.474	3389684.568	4884418.668	5021552.047	5880510.589	7379516.126	5462130.954	7615586.326	4296375.982	5266364.352	14141590.54	7639682.064	6790361.208	2358952.033	9411523.081
1.24_572.371142954268	32490222.69	34666203.07	35534580.23	25016801.7	38625293.12	24586158.87	24084458.98	22910719.81	32142145.23	34338536.3	41872209.26	21510394.52	22606237.61	32080847.57	43050108	41718468.93	59085317.99	69752040.13	34975555.64	23561741.23	14247163.06	35044153.63	61716888.03	16298253.36	34683350.03	35471052.81	24255974.08	39457779.07	37236009.41	51334294.76	28653006.12	62184401.27	33666440.31	31352698.29	32102101.04	22042416.63	40131141.01	26328070.41	24015316.08	40630302.09	24585414.49	30452197.55	20091981.94	27612000.07	15582022.38	29806678.17	23849132.85	28830270.02	29625829.45	21589498.9	38997164.22	15064446.23	32827315.56	11312643.79	14501564.76	24035590.66	17432055.93	36539920.49	33307062.32	29532039.17	50725583.57	23534091.32	43073699.92	33230273.31	47468864.42	33084581.68	28495501.57	56042545.66	20055192.34	21215733.75	20855503.9	21617163.71	29580326.22	29983603.05	41873971.83	29271914.69	54033142.49	25972341.84	25544948.91	31710155.98	32312518.31	23956142.4	28385666.27	22931465.96	25165010.87	30632058.95	30481121.69	53756837.2	24754240.93	49343755.35	31825950.34	33131680.6	40056794.73	22109901.11	14901683.9	36157728.08	29923940.81	25341499.73	19178935.03	23664587.66	25615098.92	48397218.98	43026855.1	29616054.26	26696909.73	14730538.68	15406674.8	16514696.8	28786585.08	19284095	12599278.2	43596855.32	19521556.84	14979960.55	20313733.06	10836611.82	38837168.3	3337470.149	12945593.87	56954121.91	40704514.26	48200307.58	31042950.34	17861383.18	37165606	45349000.04	19311125	22568859.69	32087046.47	41537504.45	28762642.81	32339457.7	46827311.95	24797087.98	25396533.71
1.24_616.362006368902	1713111.971	2628847.29	2200934.072	2304900.265	2260558.36	1644727.89	1468188.222	1490914.376	1702655.644	2056995.596	1736988.41	673781.5205	1747117.709	2145549.066	2433515.242	1894747.242	4422022.485	4383769.151	2852577.182	1487239.235	1024142.581	2505790.96	3498537.642	889730.9417	1583238.53	2829822.788	1514789.957	2354745.572	2791182.029	2478728.881	1301570.518	3990807.111	3601556.446	2132419.935	2040887.286	956296.8733	2074096.981	1509078.402	1618382.339	2378567.78	1500797.663	1577570.891	1138132.783	1839575.848	968117.5969	1675652.805	1797133.524	1753771.111	1530571.921	1219110.033	2729899.968	769580.4909	1818951.564	956682.83	559317.8239	1451265.37	1078359.071	2328295.206	1747417.454	1973343.518	2641933.792	1397282.878	2802798.412	2909425.15	2618488.076	1922004.826	1516819.566	4030829.366	1501303.903	1284679.032	1388077.147	1090175.95	1753027.923	1775471.663	2791490.938	1470706.498	3198987.604	1242565.194	1354014.181	1402764.558	1549713.035	1106823.908	1824197.404	1396083.483	1657844.921	1714254.343	2128102.285	4402106.898	1401144.193	2859369.863	2012753.205	1860517.97	2680101.764	1466875.727	681808.3173	2211071.292	1680072.754	2166313.529	987507.256	1502902.496	2149248.887	3086655.558	3292011.741	1837153.284	1722639.518	879657.1556	537581.7298	878013.8641	1800624.82	825090.6549	591976.4563	3456561.553	771909.7109	708767.854	1248094.169	519702.0064	1968117.008	288266.5004	1397371.528	3508038.605	3249391.647	3846688.328	2265407.475	1464352.639	2827257.9	3419530.612	1101349.551	1504651.218	1887304.353	2575777.258	1379338.714	1520064.926	2895907.993	1228449.412	1446905.537
1.26_601.334740036585	2752630.254	2517812.488	2469166.606	1465489.285	2077946.661	583760.9309	165507.8503	2884718.329	1875037.076	3061354.098	4209263.203	4258098.963	2968680.484	1963878.604	1993041.891	2871089.732	3018899.948	3155563.694	4375220.412	2111496.12	4830949.895	7505455.495	2667656.437	6403734.786	3235013.03	3185726.593	1947555.037	4368982.196	3274475.217	4572316.177	6783435.086	1303865.957	3446397.647	4146819.359	1791925.432	2854988.884	1656827.426	2633554.341	4666843.526	2106663.759	2702244.79	4382188.967	2715227.088	1787189.909	1499537.951	752703.0185	1133488.059	660550.8637	3850158.479	2036843.24	2757781.531	178745.3223	1903666.886	2891469.682	1048238.628	1516099.226	1593468.552	212795.5389	1740121.406	3181665.672	2407780.804	68972.95291	2247459.724	2698603.394	2701801.306	1181083.473	2943423.291	3224779.993	525205.6734	2028824.458	1538634.625	1160105.793	2874571.504	3104308.258	1009105.381	2334064.791	4421627.027	2535540.807	1639951.214	1835354.492	3741937.714	5713533.263	1095246.177	2512560.754	1775797.211	3350843.876	972475.5372	1354204.389	6057551.611	2824073.196	1845637.798	3683644.183	2977152.808	1496318.889	2655441.757	2291703.878	2395338.966	2838187.655	2236044.702	1951615.555	1011435.197	3521058.416	1147760.647	792269.3872	3628825.744	975586.5142	833516.5	919408.2568	715954.0991	250226.6501	542441.6434	901305.8781	1191210.223	1300974.938	1093759.535	3467305.229	2682368.089	2781335.436	3539468.883	4606098.677	4729261.598	845553.5766	2005879.221	901344.4255	2047826.424	2247738.033	1410546.762	2653447.37	1852283.723	2099576.737	6644299.126	5291350.591	2971652.968	187361.2494	5128515.41
1.27_506.325174292683	4016462.478	6195834.069	4424913.767	5480680.394	7549022.219	4705308.291	5336394.922	3551711.684	4677105.637	4173829.623	3943982.809	2913345.644	4308005.105	3964646.712	3680451.921	4187027.974	4006077.37	4891794.193	5668063.22	5858230.214	4201846.691	8101907.872	6691371.45	4253721.675	3640701.367	5572546.698	4337988.813	7064318.003	4174636.463	4892940.13	3083604.051	7603183.159	7326905.568	4062059.638	4299888.046	4506387.71	5020159.299	4351464.324	4572835.929	5507496.682	4966692.716	3997096.002	4473570.227	4075871.778	3853490.836	5593051.851	4448269.552	5896430.755	3554054.525	3060346.647	4205025.115	3935764.449	5610224.65	3080834.188	3271457.937	3694722.157	3563639.642	6218537.49	3940706.738	4389681.095	4020308.923	4435722.036	5930105.742	5017496.103	7271794.206	5438519.816	2776255.772	6017884.754	3752290.693	4832312.299	6464434.487	4942432.334	8394973.122	5575405.734	6880677.305	5042858.511	8431340.987	4282384.969	5112517.807	4595560.812	6428265.167	2607312.531	6061549.054	6071553.299	4290568.263	4482009.225	4767255.836	6799165.811	4489140.159	5065780.561	7960337.817	8797647.341	5101243.681	3667093.913	3936089.146	7005988.598	5162232.677	5437353.524	4033905.169	4127848.132	4814486.419	6501183.071	5019944.505	5055953.037	4626998.305	4178921.81	6952737.283	2972189.596	5240703.491	3856905.316	4008774.347	8544192.346	3066356.382	3832391.981	4582399.625	2474878.074	3271071.559	633317.1964	6267109.781	4824225.211	6140814.413	5881691.87	4081826.181	4250761.872	5271520.982	5244155.447	4528491.233	4321426.629	5377177.629	4945194.862	5155046.427	5204908.484	6813138.132	5184906.798	5729471.736
1.28_454.292833942073	35333109.2	49218569.32	42096920.66	38591005.38	67328233.06	46481089.01	53065380.59	39135587.43	38165961.52	30343635.8	63197043.25	32719702.93	36063659.98	38875048.62	40183077.05	40462942.16	41690249.49	42920152.72	77038263.65	61472815.17	43998606.61	106443317.5	49108998.72	131726857.5	48228648.37	47683863.05	28609600.07	52279395.69	20629876.59	60008027.92	121793979.1	38378130.25	49463947.94	56251106.08	34431110.33	39589082.24	31061314.03	31685597.88	77019373.69	60695007.65	46616059.97	67457430.03	57715232.66	43765475.65	42948884.79	51335506.96	39359554.34	69793063.04	56332028.86	75031907.23	43018796.84	55856800.55	59700555.47	31183345.99	27995397.06	37500995.6	39189690.56	54989319.27	31479527.97	25655693.97	47816521.76	71585832.23	53345579.58	45530959.8	44790550.13	51708308.85	45871326.24	41245316.03	49213543.79	37923627.5	64724120.63	35670701.8	54184939.84	40024335.64	54864985.54	55903528.52	52081342.03	48572554.75	43947111.71	48213201.47	50295334.9	33142596.15	36294666.04	49601245.85	52355199.8	58757316.83	30261712.16	57317744.96	70965973.02	59536027.56	74562335.95	64756149.35	85151054.63	45328385.39	35326842.96	81775061.8	56408360.05	35883726.84	60084200.72	31682439.24	34553214.43	54097350.41	60646258.46	42120380.89	62478856.24	37243865.76	43056726.12	23329825.48	50330182.67	28595183.38	29937064.47	56347299.29	20959672.6	33530127.04	51324474.8	67351471.86	40401833.42	39483486.38	42188489.48	44348138.42	47990182.03	43369476.99	59133012.39	38797358.76	31978119.3	39540395.52	41720064.16	30603545.19	38621734.22	48049796.77	100662667.9	53146449.5	70964334.9	34563707.92	50461166.51
1.28_522.35572739939	3451857541	4870421611	3980041585	3865856027	4882405337	3791875961	4703763144	3239641430	3658406775	4179177834	4657593663	3326175139	3598747674	3421422763	3771979548	4018710922	3349996561	3821403338	5073978610	4950964537	3086825611	6469942110	5322022257	4021040606	4099936186	3819294772	2931534610	5117844534	3089767414	4272832606	3392182304	5715528328	5116924348	3503459799	3670057906	3913770203	4064409914	3718868830	4443707583	5271260462	3703099479	4107351440	4786739558	3657947409	2849186756	4778616042	3446595296	4121335580	3693688372	3301560446	3877654509	4061217026	4547704356	1809246242	2453001510	3272956809	2900809061	4681929654	3443855233	3702027206	3519514709	5173922425	4702068897	3926437513	5877158414	5053449043	2498868577	5103586468	3816686414	3876332297	4796646427	3809679903	5115168744	4772747486	4690162755	4493871291	6841940478	3025917612	3402893596	3386893337	4691185965	2699974112	4506624001	4328031645	3116113793	4181123348	3458034072	4602894202	4091490434	4392689851	5184056232	5944908688	4965589825	2814624704	2829078067	6236577777	4155030678	3711854792	3425364039	3607490705	3355534388	5916640555	4028343594	4402623861	4409291218	4027429280	4597916890	3135865332	4028271435	3411913964	3442838929	6429787459	2825672573	3384290022	4426331869	1990575364	3623070038	601429297.6	4517182864	3976797851	5104528229	4327339566	4226099127	2890844104	4007078055	4111374907	4115520127	3637771690	3887802556	4603000315	4454387180	4630023378	4664241589	3975362701	4445708041
1.28_566.346625661585	183390970.7	297884532.8	264912700.2	245152295.2	300729219.8	234373532.8	274334068.9	190703086.5	235441258.3	232234406.6	224827167.9	159014731.2	212749738.3	207873080.3	228021830.8	226994506.7	214462165.6	229125439.7	307763352.4	291263037.8	223060207.9	377485131.3	331959272.5	246866149.9	221288270	239224761.8	198629022.4	328262367.1	222686284.1	225541649	175433397.9	351804144.9	398480350.5	203504457	223051161.6	212399089.5	259294741.7	228555788.4	281754127.3	299543688.8	262629770.3	203493871.9	275687583.9	216040562.6	186614694.2	288223111.1	210195052.5	248932592.2	215779327.4	185561237.2	241012094.4	240424560.7	288494670.2	137475033.3	150390739.1	214724140.1	176754092.7	278652186.4	191529184.1	241846143.2	209258099.1	299282295.6	322671273.1	213863979.7	341351755.5	283730013.8	140942288	327433822	225958891.1	240924532.8	300029075.2	217733151	295603336.2	284902475.9	290170165.2	263565956.9	416201059.2	207719024	238812394.8	214552958.1	277934086.2	136174072.4	298050678.7	254716861.7	211308456.7	240147444.3	215679910.3	332176214.3	218097169.6	275669361.2	355342536	388591047.8	277284710.2	194987789.4	178245377.1	383631569.1	257752994.3	236635633	223265913	212802997.5	223145845.3	309277619	262991117.4	249961643.7	281224076.8	227396101.7	313321121.6	164947055	234724764.5	192612039.9	188152460.1	372012591.2	149591864.3	192965256.8	269942721	124475597.3	217121224.1	36404359.97	293950622.7	230984445.7	278384266.5	293035207.5	236476903.5	181737925.1	242970578	302999325.2	242083910.2	218287754.8	265541941.6	274095094.3	234426289.6	253397815.6	305671265.5	230812043.9	263214318.8
1.3_544.337733478658	205301537.5	256104627	190034772.6	225886421.4	206806471.1	159852438.1	235441855.3	170509064.9	160823246	226629083.2	210897042.8	163478690	185964873.4	165470782.9	177230851.5	227334875.7	159285463.1	192153525.6	213899420.3	198571753.1	171150970	216236701.4	246471832.5	207695949.6	205552148.2	158257546.9	187648234.8	179417941.4	151911616.4	185376845.3	192766669.7	220517585.8	252710227.8	207065563.7	245522196.9	198737809.6	197102405.7	214815783	176208871.1	309047723.7	163893185.2	209349659.5	283982694.5	204388020.8	173276031.1	261714496.8	235523085.6	173853317.5	187664231.4	199147023.8	158952578.8	224727022.8	217108254.3	151058440	174092746.3	169806599.5	169671346.2	229907267.4	227824122.2	226357357	191694655.9	249726718.4	205704306	222670744.2	243423862.3	263508048.3	177032574.7	212356274.8	194011380.5	220283718.4	242299988.7	188979022.1	265715135.2	280905426.3	222861032.3	233021267.1	299800432.9	166745551.4	172669011.5	158550364.3	202913389.1	186217286	290536819.6	202097860.8	131481857.7	205480219.1	232282620.3	248518562.1	195338812.5	202283318.6	258324997.7	194893739.4	215733734.6	147037891.2	146422598.3	255388672.1	211691944.3	209398288.6	285657730.4	202871640.6	168567043.5	266255053.6	185876298.7	202256655.4	210994286.7	76791051.5	87544250.36	71456003.79	79486400.31	69551227.45	69835582.53	130499484.9	75705998.59	68533177.36	94252971.13	127499702.6	199585117.1	84947945.66	346065192.6	177762536.3	240219013.9	210440597.3	182698267.9	104069088.7	202314445.4	172025380.8	233250895.1	223047773.2	215997928.2	217615135.5	255970997.4	203788744.8	162099929.2	225284586.7	219922711.4
1.34_480.308469679878	38847577.61	55973072.52	50783491.01	62600909.87	67555397.75	48358587.5	81158131.39	41986367.69	41798193.46	31843509.91	43713639.1	25885342.46	30093036.12	60585750.06	29985372.97	36390652.25	30605596.08	27746243.83	55657510.6	54239833.12	44559194.45	160210499.7	53094912.17	82735232.63	29437620.69	57784064.03	35964299.24	59514489.09	23692216.38	47892170.53	46388702.74	35047747.58	48867326.03	37338371.43	26592402.9	36054512.16	38487567.24	22630034.5	52279041.57	51462378.13	40659121.87	57497888.44	59744668.64	41110670.59	47447209.35	69262188.22	38236003.93	83942545.02	45861809.59	65840979.74	42348751.91	52781319.03	35528095.72	30014678.52	38852203.43	29451237.02	39273608.56	42233110.66	33003610.03	22575939.9	34651472.78	59856980.86	44546312.3	68795777.58	53267109.94	38766706.43	44531676.85	39543779.74	35582452.61	33688512.71	50415768.3	23842310.34	49496647.5	46009412.48	43382800.8	37785013.89	150317908	47756192.1	36905045.1	46619957.09	53036169.06	19611491.44	37791160.59	56107130.04	39032684.68	60184834.74	38306601.03	102663641.2	73269837.54	79645637.59	61472273.73	111503594.7	47222226.71	47594532.9	38715986.09	82498812.96	36063320.68	32895406.41	58080913.85	29432235.05	40152220.57	74705434.28	72995493.64	28760360.03	44392542.46	31527666.08	33026760.83	18451158.02	41483729.14	33929189.5	25120667.27	64207351.65	17547843.86	18312451.24	38384598.69	31035133.73	53737253.17	15406539.83	51299771.67	55478912.04	45343283.56	37853822.32	31836902.54	35609938.69	21654345.74	40767766.87	29345868.85	22237604.98	60345296.04	66927930.86	69618208.82	45740150.91	63026527.03	29914493.28	39260770.01
